id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2948372,GR4,2018-04-05 19:00:00,8.0,9.0,8.0,,,
2948373,MY7,2018-04-05 19:00:00,9.1,13.3,,,,
2948374,HV1,2018-04-05 19:00:00,9.6,12.0,29.6,,,
2948375,GN3,2018-04-05 19:00:00,7.0,11.8,16.4,,,
2948376,GR9,2018-04-05 19:00:00,5.5,13.4,15.7,,,
2948377,LW2,2018-04-05 19:00:00,9.2,13.0,27.3,,,
2948378,GN0,2018-04-05 19:00:00,11.1,8.8,15.5,,,
2948379,KF1,2018-04-05 19:00:00,7.3,9.7,,,,
2948380,CD9,2018-04-05 19:00:00,9.2,11.7,42.2,,,
2948381,CT3,2018-04-05 19:00:00,,,,,,
2948382,CT2,2018-04-05 19:00:00,10.0,,,,,
2948383,BX9,2018-04-05 19:00:00,9.0,,,,,
2948384,BX1,2018-04-05 19:00:00,,2.2,9.9,,,
2948385,TH4,2018-04-05 19:00:00,9.6,16.1,21.5,,,
2948386,ST5,2018-04-05 19:00:00,10.0,30.0,23.1,,,
2948387,RB7,2018-04-05 19:00:00,13.0,12.2,22.2,,,
2948388,TD5,2018-04-05 19:00:00,10.2,,,,,
2948426,CD1,2018-04-05 20:00:00,9.1,9.8,26.7,,,
2948427,BL0,2018-04-05 20:00:00,5.9,12.3,23.5,,,
2948428,GR4,2018-04-05 20:00:00,3.0,18.9,11.9,,,
2948429,MY7,2018-04-05 20:00:00,6.6,18.9,,,,
2948430,HV1,2018-04-05 20:00:00,2.3,5.8,24.3,,,
2948431,GN3,2018-04-05 20:00:00,13.4,17.5,30.1,,,
2948432,GR9,2018-04-05 20:00:00,10.4,17.9,34.4,,,
2948433,LW2,2018-04-05 20:00:00,6.7,20.6,36.7,,,
2948434,GN0,2018-04-05 20:00:00,12.0,12.6,17.6,,,
2948435,KF1,2018-04-05 20:00:00,8.5,11.4,,,,
2948436,CD9,2018-04-05 20:00:00,7.6,11.6,53.8,,,
2948437,CT3,2018-04-05 20:00:00,,,,,,
2948438,CT2,2018-04-05 20:00:00,14.0,,,,,
2948439,BX9,2018-04-05 20:00:00,12.6,,,,,
2948440,BX1,2018-04-05 20:00:00,,4.5,21.0,,,
2948441,TH4,2018-04-05 20:00:00,5.8,17.0,28.7,,,
2948442,ST5,2018-04-05 20:00:00,12.0,26.0,23.9,,,
2948443,RB7,2018-04-05 20:00:00,14.0,12.2,26.5,,,
2948444,TD5,2018-04-05 20:00:00,11.1,,,,,
2948482,CD1,2018-04-05 21:00:00,13.9,21.7,45.8,,,
2948483,BL0,2018-04-05 21:00:00,7.4,16.9,36.0,,,
2948484,GR4,2018-04-05 21:00:00,19.4,14.0,21.7,,,
2948485,MY7,2018-04-05 21:00:00,12.7,19.3,,,,
2948486,HV1,2018-04-05 21:00:00,8.8,14.3,44.6,,,
2948487,GN3,2018-04-05 21:00:00,14.1,20.4,43.8,,,
2948488,GR9,2018-04-05 21:00:00,11.8,21.4,49.2,,,
2948489,LW2,2018-04-05 21:00:00,11.1,22.8,67.7,,,
2948490,GN0,2018-04-05 21:00:00,13.5,16.7,45.7,,,
2948491,KF1,2018-04-05 21:00:00,10.6,14.9,,,,
2948492,CD9,2018-04-05 21:00:00,16.4,20.9,74.0,,,
2948493,CT3,2018-04-05 21:00:00,,,,,,
2948494,CT2,2018-04-05 21:00:00,14.0,,,,,
2948495,BX9,2018-04-05 21:00:00,15.4,,,,,
2948496,BX1,2018-04-05 21:00:00,,7.3,33.3,,,
2948497,TH4,2018-04-05 21:00:00,14.2,23.0,41.0,,,
2948498,ST5,2018-04-05 21:00:00,13.0,35.0,31.9,,,
2948499,RB7,2018-04-05 21:00:00,17.0,9.2,36.6,,,
2948500,TD5,2018-04-05 21:00:00,12.1,,,,,
2948538,CD1,2018-04-05 22:00:00,17.6,25.3,68.9,,,
2948539,BL0,2018-04-05 22:00:00,15.2,18.3,49.5,,,
2948540,GR4,2018-04-05 22:00:00,18.3,17.1,21.4,,,
2948541,MY7,2018-04-05 22:00:00,14.9,25.6,,,,
2948542,HV1,2018-04-05 22:00:00,13.2,24.6,41.7,,,
2948543,GN3,2018-04-05 22:00:00,14.7,21.9,43.2,,,
2948544,GR9,2018-04-05 22:00:00,16.7,29.4,73.9,,,
2948545,LW2,2018-04-05 22:00:00,14.5,26.6,61.9,,,
2948546,GN0,2018-04-05 22:00:00,14.4,15.5,23.4,,,
2948547,KF1,2018-04-05 22:00:00,,,,,,
2948548,CD9,2018-04-05 22:00:00,20.0,24.0,83.4,,,
2948549,CT3,2018-04-05 22:00:00,,,,,,
2948550,CT2,2018-04-05 22:00:00,19.0,,,,,
2948551,BX9,2018-04-05 22:00:00,13.7,,,,,
2948552,BX1,2018-04-05 22:00:00,,8.0,24.8,,,
2948553,TH4,2018-04-05 22:00:00,13.0,25.9,45.6,,,
2948554,ST5,2018-04-05 22:00:00,14.0,42.0,36.2,,,
2948555,RB7,2018-04-05 22:00:00,17.0,21.6,37.5,,,
2948556,TD5,2018-04-05 22:00:00,13.9,,,,,
2948594,CD1,2018-04-05 23:00:00,17.5,27.6,65.7,,,
2948595,BL0,2018-04-05 23:00:00,11.2,18.8,47.0,,,
2948596,GR4,2018-04-05 23:00:00,21.7,11.0,18.0,,,
2948597,MY7,2018-04-05 23:00:00,16.6,29.5,,,,
2948598,HV1,2018-04-05 23:00:00,8.5,32.0,45.6,,,
2948599,GN3,2018-04-05 23:00:00,13.3,21.9,45.3,,,
2948600,GR9,2018-04-05 23:00:00,12.8,24.9,41.9,,,
2948601,LW2,2018-04-05 23:00:00,12.7,22.7,47.5,,,
2948602,GN0,2018-04-05 23:00:00,14.8,14.9,23.4,,,
2948603,KF1,2018-04-05 23:00:00,,,,,,
2948604,CD9,2018-04-05 23:00:00,16.7,24.1,104.2,,,
2948605,CT3,2018-04-05 23:00:00,,,,,,
2948606,CT2,2018-04-05 23:00:00,19.0,,,,,
2948607,BX9,2018-04-05 23:00:00,14.0,,,,,
2948608,BX1,2018-04-05 23:00:00,,,29.2,,,
2948609,TH4,2018-04-05 23:00:00,13.3,27.2,42.7,,,
2948610,ST5,2018-04-05 23:00:00,14.0,45.0,41.1,,,
2948611,RB7,2018-04-05 23:00:00,17.0,18.2,30.1,,,
2948612,TD5,2018-04-05 23:00:00,10.5,,,,,
2948650,CD1,2018-04-06 00:00:00,14.0,23.7,56.3,,,
2948651,BL0,2018-04-06 00:00:00,11.6,19.1,43.8,,,
2948652,GR4,2018-04-06 00:00:00,5.4,19.2,14.0,,,
2948653,MY7,2018-04-06 00:00:00,16.1,23.5,,,,
2948654,HV1,2018-04-06 00:00:00,15.1,40.3,40.4,,,
2948655,GN3,2018-04-06 00:00:00,11.9,22.9,25.2,,,
2948656,GR9,2018-04-06 00:00:00,11.4,20.7,27.9,,,
2948657,LW2,2018-04-06 00:00:00,9.3,18.4,42.8,,,
2948658,GN0,2018-04-06 00:00:00,11.1,13.4,18.6,,,
2948659,KF1,2018-04-06 00:00:00,,,,,,
2948660,CD9,2018-04-06 00:00:00,16.5,23.2,110.4,,,
2948661,CT3,2018-04-06 00:00:00,,,,,,
2948662,CT2,2018-04-06 00:00:00,13.0,,,,,
2948663,BX9,2018-04-06 00:00:00,12.3,,,,,
2948664,BX1,2018-04-06 00:00:00,,,19.4,,,
2948665,TH4,2018-04-06 00:00:00,12.3,30.2,37.0,,,
2948666,ST5,2018-04-06 00:00:00,17.0,50.0,30.9,,,
2948667,RB7,2018-04-06 00:00:00,12.0,20.4,23.4,,,
2948668,TD5,2018-04-06 00:00:00,12.2,,,,,
2948670,CD1,2018-04-06 01:00:00,14.0,21.9,58.1,,,
2948671,BL0,2018-04-06 01:00:00,7.2,15.2,40.0,,,
2948672,GR4,2018-04-06 01:00:00,12.6,10.8,12.9,,,
2948673,MY7,2018-04-06 01:00:00,13.7,25.5,,,,
2948674,HV1,2018-04-06 01:00:00,11.7,34.5,36.5,,,
2948675,GN3,2018-04-06 01:00:00,7.4,13.9,26.3,,,
2948676,GR9,2018-04-06 01:00:00,5.0,14.4,29.5,,,
2948677,LW2,2018-04-06 01:00:00,15.8,15.1,28.2,,,
2948678,GN0,2018-04-06 01:00:00,7.7,8.3,13.2,,,
2948679,KF1,2018-04-06 01:00:00,,,,,,
2948680,CD9,2018-04-06 01:00:00,14.1,19.7,95.4,,,
2948681,CT3,2018-04-06 01:00:00,,,,,,
2948682,CT2,2018-04-06 01:00:00,13.0,,,,,
2948683,BX9,2018-04-06 01:00:00,8.6,,,,,
2948684,BX1,2018-04-06 01:00:00,,,14.9,,,
2948685,TH4,2018-04-06 01:00:00,14.7,27.9,36.9,,,
2948686,ST5,2018-04-06 01:00:00,8.0,58.0,23.9,,,
2948687,RB7,2018-04-06 01:00:00,15.0,18.6,21.3,,,
2948688,TD5,2018-04-06 01:00:00,9.7,,,,,
2948726,CD1,2018-04-06 02:00:00,10.8,17.7,58.9,,,
2948727,BL0,2018-04-06 02:00:00,7.2,20.6,35.4,,,
2948728,GR4,2018-04-06 02:00:00,6.5,12.5,9.5,,,
2948729,MY7,2018-04-06 02:00:00,11.0,22.9,,,,
2948730,HV1,2018-04-06 02:00:00,12.1,37.2,34.6,,,
2948731,GN3,2018-04-06 02:00:00,7.0,13.3,26.3,,,
2948732,GR9,2018-04-06 02:00:00,7.1,17.0,31.9,,,
2948733,LW2,2018-04-06 02:00:00,7.1,13.7,24.0,,,
2948734,GN0,2018-04-06 02:00:00,9.0,10.0,11.1,,,
2948735,KF1,2018-04-06 02:00:00,,,,,,
2948736,CD9,2018-04-06 02:00:00,13.1,17.4,96.1,,,
2948737,CT3,2018-04-06 02:00:00,,,,,,
2948738,CT2,2018-04-06 02:00:00,11.0,,,,,
2948739,BX9,2018-04-06 02:00:00,10.1,,,,,
2948740,BX1,2018-04-06 02:00:00,,,13.6,,,
2948741,TH4,2018-04-06 02:00:00,8.3,26.9,30.9,,,
2948742,ST5,2018-04-06 02:00:00,8.0,48.0,16.4,,,
2948743,RB7,2018-04-06 02:00:00,13.0,16.2,18.6,,,
2948744,TD5,2018-04-06 02:00:00,8.6,,,,,
2948782,CD1,2018-04-06 03:00:00,10.5,17.5,54.5,,,
2948783,BL0,2018-04-06 03:00:00,8.6,14.8,30.0,,,
2948784,GR4,2018-04-06 03:00:00,9.9,10.8,8.1,,,
2948785,MY7,2018-04-06 03:00:00,10.8,23.7,,,,
2948786,HV1,2018-04-06 03:00:00,11.3,30.1,31.6,,,
2948787,GN3,2018-04-06 03:00:00,7.6,17.3,29.5,,,
2948788,GR9,2018-04-06 03:00:00,7.4,18.9,27.2,,,
2948789,LW2,2018-04-06 03:00:00,7.8,15.6,20.2,,,
2948790,GN0,2018-04-06 03:00:00,9.5,10.6,10.9,,,
2948791,KF1,2018-04-06 03:00:00,,,,,,
2948792,CD9,2018-04-06 03:00:00,8.1,16.4,99.0,,,
2948793,CT3,2018-04-06 03:00:00,,,,,,
2948794,CT2,2018-04-06 03:00:00,10.0,,,,,
2948795,BX9,2018-04-06 03:00:00,7.5,,,,,
2948796,BX1,2018-04-06 03:00:00,,,13.6,,,
2948797,TH4,2018-04-06 03:00:00,9.2,17.0,28.1,,,
2948798,ST5,2018-04-06 03:00:00,6.0,38.0,15.6,,,
2948799,RB7,2018-04-06 03:00:00,10.0,16.0,15.4,,,
2948800,TD5,2018-04-06 03:00:00,10.9,,,,,
2948838,CD1,2018-04-06 04:00:00,8.7,21.5,40.9,,,
2948839,BL0,2018-04-06 04:00:00,8.2,18.5,29.5,,,
2948840,GR4,2018-04-06 04:00:00,10.1,13.0,7.9,,,
2948841,MY7,2018-04-06 04:00:00,11.9,24.1,,,,
2948842,HV1,2018-04-06 04:00:00,9.1,31.5,30.9,,,
2948843,GN3,2018-04-06 04:00:00,10.5,15.4,21.6,,,
2948844,GR9,2018-04-06 04:00:00,8.5,18.5,27.9,,,
2948845,LW2,2018-04-06 04:00:00,10.3,13.4,18.4,,,
2948846,GN0,2018-04-06 04:00:00,9.2,11.9,10.5,,,
2948847,KF1,2018-04-06 04:00:00,,,,,,
2948848,CD9,2018-04-06 04:00:00,9.9,19.3,79.7,,,
2948849,CT3,2018-04-06 04:00:00,,,,,,
2948850,CT2,2018-04-06 04:00:00,12.0,,,,,
2948851,BX9,2018-04-06 04:00:00,11.5,,,,,
2948852,BX1,2018-04-06 04:00:00,,,10.6,,,
2948853,TH4,2018-04-06 04:00:00,7.0,21.0,30.6,,,
2948854,ST5,2018-04-06 04:00:00,6.0,63.0,15.2,,,
2948855,RB7,2018-04-06 04:00:00,13.0,20.8,14.6,,,
2948856,TD5,2018-04-06 04:00:00,8.6,,,,,
2948894,CD1,2018-04-06 05:00:00,11.2,18.8,52.9,,,
2948895,BL0,2018-04-06 05:00:00,7.7,16.6,27.0,,,
2948896,GR4,2018-04-06 05:00:00,8.6,12.9,8.0,,,
2948897,MY7,2018-04-06 05:00:00,12.3,26.9,,,,
2948898,HV1,2018-04-06 05:00:00,15.4,39.5,30.4,,,
2948899,GN3,2018-04-06 05:00:00,9.5,15.7,23.1,,,
2948900,GR9,2018-04-06 05:00:00,8.7,18.2,29.8,,,
2948901,LW2,2018-04-06 05:00:00,11.0,14.2,15.5,,,
2948902,GN0,2018-04-06 05:00:00,9.0,11.6,10.0,,,
2948903,KF1,2018-04-06 05:00:00,,,,,,
2948904,CD9,2018-04-06 05:00:00,12.0,19.4,83.7,,,
2948905,CT3,2018-04-06 05:00:00,,,,,,
2948906,CT2,2018-04-06 05:00:00,11.0,,,,,
2948907,BX9,2018-04-06 05:00:00,11.4,,,,,
2948908,BX1,2018-04-06 05:00:00,,,10.1,,,
2948909,TH4,2018-04-06 05:00:00,9.2,26.9,39.7,,,
2948910,ST5,2018-04-06 05:00:00,8.0,36.0,14.6,,,
2948911,RB7,2018-04-06 05:00:00,13.0,25.4,17.5,,,
2948912,TD5,2018-04-06 05:00:00,7.6,,,,,
2948950,CD1,2018-04-06 06:00:00,12.3,17.9,54.4,,,
2948951,BL0,2018-04-06 06:00:00,7.6,14.3,31.9,,,
2948952,GR4,2018-04-06 06:00:00,8.2,13.9,9.0,,,
2948953,MY7,2018-04-06 06:00:00,15.0,24.5,,,,
2948954,HV1,2018-04-06 06:00:00,12.0,29.7,30.4,,,
2948955,GN3,2018-04-06 06:00:00,9.2,15.5,26.8,,,
2948956,GR9,2018-04-06 06:00:00,9.0,16.1,35.2,,,
2948957,LW2,2018-04-06 06:00:00,10.9,12.8,17.0,,,
2948958,GN0,2018-04-06 06:00:00,12.3,12.4,10.9,,,
2948959,KF1,2018-04-06 06:00:00,,,,,,
2948960,CD9,2018-04-06 06:00:00,13.9,21.2,102.0,,,
2948961,CT3,2018-04-06 06:00:00,,,,,,
2948962,CT2,2018-04-06 06:00:00,15.0,,,,,
2948963,BX9,2018-04-06 06:00:00,9.6,,,,,
2948964,BX1,2018-04-06 06:00:00,,,7.4,,,
2948965,TH4,2018-04-06 06:00:00,11.9,27.1,52.7,,,
2948966,ST5,2018-04-06 06:00:00,6.0,,17.1,,,
2948967,RB7,2018-04-06 06:00:00,14.0,,16.5,,,
2948968,TD5,2018-04-06 06:00:00,8.4,,,,,
2949006,CD1,2018-04-06 07:00:00,,,,,,
2949007,BL0,2018-04-06 07:00:00,,,,,,
2949008,GR4,2018-04-06 07:00:00,,,,,,
2949009,MY7,2018-04-06 07:00:00,,,,,,
2949010,HV1,2018-04-06 07:00:00,,,,,,
2949011,GN3,2018-04-06 07:00:00,,,,,,
2949012,GR9,2018-04-06 07:00:00,,,,,,
2949013,LW2,2018-04-06 07:00:00,,,,,,
2949014,GN0,2018-04-06 07:00:00,,,,,,
2949015,KF1,2018-04-06 07:00:00,,,,,,
2949016,CD9,2018-04-06 07:00:00,,,,,,
2949017,CT3,2018-04-06 07:00:00,,,,,,
2949018,CT2,2018-04-06 07:00:00,,,,,,
2949019,BX9,2018-04-06 07:00:00,,,,,,
2949020,BX1,2018-04-06 07:00:00,,,,,,
2949021,TH4,2018-04-06 07:00:00,,,,,,
2949022,ST5,2018-04-06 07:00:00,,,,,,
2949023,RB7,2018-04-06 07:00:00,,,,,,
2949024,TD5,2018-04-06 07:00:00,,,,,,
2949062,CD1,2018-04-06 08:00:00,13.6,18.6,69.5,,,
2949063,BL0,2018-04-06 08:00:00,8.2,15.9,33.7,,,
2949064,GR4,2018-04-06 08:00:00,7.6,16.1,12.8,,,
2949065,MY7,2018-04-06 08:00:00,13.7,28.0,,,,
2949066,HV1,2018-04-06 08:00:00,11.0,19.8,35.5,,,
2949067,GN3,2018-04-06 08:00:00,8.9,17.3,31.6,,,
2949068,GR9,2018-04-06 08:00:00,12.2,19.1,42.5,,,
2949069,LW2,2018-04-06 08:00:00,11.2,18.6,21.7,,,
2949070,GN0,2018-04-06 08:00:00,7.2,10.8,12.2,,,
2949071,KF1,2018-04-06 08:00:00,6.3,11.6,,,,
2949072,CD9,2018-04-06 08:00:00,24.3,31.0,116.5,,,
2949073,CT3,2018-04-06 08:00:00,6.0,16.8,15.8,,,
2949074,CT2,2018-04-06 08:00:00,15.0,,,,,
2949075,BX9,2018-04-06 08:00:00,11.3,,,,,
2949076,BX1,2018-04-06 08:00:00,,,12.9,,,
2949077,TH4,2018-04-06 08:00:00,14.2,24.7,68.5,,,
2949078,ST5,2018-04-06 08:00:00,8.0,21.0,20.3,,,
2949079,RB7,2018-04-06 08:00:00,12.0,15.6,17.0,,,
2949080,TD5,2018-04-06 08:00:00,9.8,,,,,
2949118,CD1,2018-04-06 09:00:00,13.7,20.9,70.1,,,
2949119,BL0,2018-04-06 09:00:00,10.9,17.4,42.8,,,
2949120,GR4,2018-04-06 09:00:00,8.2,14.4,17.8,,,
2949121,MY7,2018-04-06 09:00:00,15.7,32.2,,,,
2949122,HV1,2018-04-06 09:00:00,12.2,23.1,53.5,,,
2949123,GN3,2018-04-06 09:00:00,12.3,18.3,50.1,,,
2949124,GR9,2018-04-06 09:00:00,11.5,21.0,49.2,,,
2949125,LW2,2018-04-06 09:00:00,12.8,19.8,28.8,,,
2949126,GN0,2018-04-06 09:00:00,7.3,12.2,20.3,,,
2949127,KF1,2018-04-06 09:00:00,7.0,12.8,,,,
2949128,CD9,2018-04-06 09:00:00,26.0,31.1,132.0,,,
2949129,CT3,2018-04-06 09:00:00,3.0,21.4,18.5,,,
2949130,CT2,2018-04-06 09:00:00,15.0,,,,,
2949131,BX9,2018-04-06 09:00:00,10.7,,,,,
2949132,BX1,2018-04-06 09:00:00,,,29.5,,,
2949133,TH4,2018-04-06 09:00:00,11.6,26.0,50.0,,,
2949134,ST5,2018-04-06 09:00:00,9.0,16.0,24.5,,,
2949135,RB7,2018-04-06 09:00:00,12.0,22.6,28.3,,,
2949136,TD5,2018-04-06 09:00:00,9.4,,,,,
2949174,CD1,2018-04-06 10:00:00,17.5,24.9,92.9,,,
2949175,BL0,2018-04-06 10:00:00,11.9,19.2,61.0,,,
2949176,GR4,2018-04-06 10:00:00,7.9,17.4,25.7,,,
2949177,MY7,2018-04-06 10:00:00,16.6,29.9,,,,
2949178,HV1,2018-04-06 10:00:00,13.6,23.0,66.6,,,
2949179,GN3,2018-04-06 10:00:00,15.4,18.9,75.5,,,
2949180,GR9,2018-04-06 10:00:00,11.6,27.4,82.0,,,
2949181,LW2,2018-04-06 10:00:00,14.1,19.4,44.3,,,
2949182,GN0,2018-04-06 10:00:00,4.9,13.8,33.1,,,
2949183,KF1,2018-04-06 10:00:00,8.2,13.4,,,,
2949184,CD9,2018-04-06 10:00:00,30.1,35.0,132.1,,,
2949185,CT3,2018-04-06 10:00:00,7.0,20.0,26.4,,,
2949186,CT2,2018-04-06 10:00:00,22.0,,,,,
2949187,BX9,2018-04-06 10:00:00,12.8,,,,,
2949188,BX1,2018-04-06 10:00:00,,,28.8,,,
2949189,TH4,2018-04-06 10:00:00,12.9,25.6,51.3,,,
2949190,ST5,2018-04-06 10:00:00,9.0,26.0,38.0,,,
2949191,RB7,2018-04-06 10:00:00,20.0,24.2,52.3,,,
2949192,TD5,2018-04-06 10:00:00,11.0,,,,,
2949230,CD1,2018-04-06 11:00:00,20.1,28.6,96.9,,,
2949231,BL0,2018-04-06 11:00:00,12.7,21.9,57.2,,,
2949232,GR4,2018-04-06 11:00:00,16.5,21.1,30.8,,,
2949233,MY7,2018-04-06 11:00:00,17.6,32.4,,,,
2949234,HV1,2018-04-06 11:00:00,16.2,26.1,72.6,,,
2949235,GN3,2018-04-06 11:00:00,19.2,25.9,97.2,,,
2949236,GR9,2018-04-06 11:00:00,16.0,30.9,87.3,,,
2949237,LW2,2018-04-06 11:00:00,29.1,29.2,74.4,,,
2949238,GN0,2018-04-06 11:00:00,20.5,19.3,56.2,,,
2949239,KF1,2018-04-06 11:00:00,11.4,18.5,,,,
2949240,CD9,2018-04-06 11:00:00,27.6,37.4,140.9,,,
2949241,CT3,2018-04-06 11:00:00,7.0,24.2,45.8,,,
2949242,CT2,2018-04-06 11:00:00,19.0,,,,,
2949243,BX9,2018-04-06 11:00:00,18.0,,,,,
2949244,BX1,2018-04-06 11:00:00,,,33.9,,,
2949245,TH4,2018-04-06 11:00:00,14.8,29.4,71.3,,,
2949246,ST5,2018-04-06 11:00:00,16.0,34.0,49.2,,,
2949247,RB7,2018-04-06 11:00:00,34.0,39.6,66.7,,,
2949248,TD5,2018-04-06 11:00:00,11.8,,,,,
2949286,CD1,2018-04-06 12:00:00,20.8,27.8,85.6,,,
2949287,BL0,2018-04-06 12:00:00,13.9,25.5,58.3,,,
2949288,GR4,2018-04-06 12:00:00,19.4,24.8,44.8,,,
2949289,MY7,2018-04-06 12:00:00,18.7,32.2,,,,
2949290,HV1,2018-04-06 12:00:00,19.8,28.9,70.7,,,
2949291,GN3,2018-04-06 12:00:00,24.1,33.0,99.2,,,
2949292,GR9,2018-04-06 12:00:00,23.2,36.5,94.3,,,
2949293,LW2,2018-04-06 12:00:00,37.8,46.9,84.3,,,
2949294,GN0,2018-04-06 12:00:00,26.9,26.9,67.6,,,
2949295,KF1,2018-04-06 12:00:00,13.5,19.9,,,,
2949296,CD9,2018-04-06 12:00:00,25.8,37.6,126.9,,,
2949297,CT3,2018-04-06 12:00:00,17.0,28.6,50.4,,,
2949298,CT2,2018-04-06 12:00:00,22.0,,,,,
2949299,BX9,2018-04-06 12:00:00,20.5,,,,,
2949300,BX1,2018-04-06 12:00:00,,,36.4,,,
2949301,TH4,2018-04-06 12:00:00,19.3,35.0,92.6,,,
2949302,ST5,2018-04-06 12:00:00,12.0,27.0,44.0,,,
2949303,RB7,2018-04-06 12:00:00,27.0,24.6,75.6,,,
2949304,TD5,2018-04-06 12:00:00,12.1,,,,,
2949342,CD1,2018-04-06 13:00:00,20.7,27.3,85.8,,,
2949343,BL0,2018-04-06 13:00:00,15.1,25.1,65.6,,,
2949344,GR4,2018-04-06 13:00:00,18.4,28.6,62.8,,,
2949345,MY7,2018-04-06 13:00:00,19.8,36.5,,,,
2949346,HV1,2018-04-06 13:00:00,20.9,31.8,86.6,,,
2949347,GN3,2018-04-06 13:00:00,26.4,36.0,92.0,,,
2949348,GR9,2018-04-06 13:00:00,35.8,56.0,134.6,,,
2949349,LW2,2018-04-06 13:00:00,29.7,29.6,63.2,,,
2949350,GN0,2018-04-06 13:00:00,31.0,32.7,77.7,,,
2949351,KF1,2018-04-06 13:00:00,14.0,21.2,,,,
2949352,CD9,2018-04-06 13:00:00,28.0,38.6,121.8,,,
2949353,CT3,2018-04-06 13:00:00,12.0,21.8,43.6,,,
2949354,CT2,2018-04-06 13:00:00,22.0,,,,,
2949355,BX9,2018-04-06 13:00:00,25.0,,,,,
2949356,BX1,2018-04-06 13:00:00,,,66.7,,,
2949357,TH4,2018-04-06 13:00:00,44.2,146.1,98.9,,,
2949358,ST5,2018-04-06 13:00:00,14.0,26.0,39.3,,,
2949359,RB7,2018-04-06 13:00:00,30.0,28.2,83.1,,,
2949360,TD5,2018-04-06 13:00:00,15.2,,,,,
2949362,CD1,2018-04-06 14:00:00,20.9,28.1,87.4,,,
2949363,BL0,2018-04-06 14:00:00,17.8,25.7,69.6,,,
2949364,GR4,2018-04-06 14:00:00,14.9,26.1,43.9,,,
2949365,MY7,2018-04-06 14:00:00,15.8,31.7,,,,
2949366,HV1,2018-04-06 14:00:00,16.8,25.4,55.2,,,
2949367,GN3,2018-04-06 14:00:00,27.1,36.0,81.1,,,
2949368,GR9,2018-04-06 14:00:00,30.5,78.9,122.9,,,
2949369,LW2,2018-04-06 14:00:00,21.9,28.1,49.1,,,
2949370,GN0,2018-04-06 14:00:00,22.0,26.9,61.6,,,
2949371,KF1,2018-04-06 14:00:00,14.0,20.6,,,,
2949372,CD9,2018-04-06 14:00:00,14.9,25.2,129.0,,,
2949373,CT3,2018-04-06 14:00:00,20.0,21.2,29.4,,,
2949374,CT2,2018-04-06 14:00:00,21.0,,,,,
2949375,BX9,2018-04-06 14:00:00,27.3,,,,,
2949376,BX1,2018-04-06 14:00:00,,,70.7,,,
2949377,TH4,2018-04-06 14:00:00,25.8,48.0,98.8,,,
2949378,ST5,2018-04-06 14:00:00,17.0,23.0,36.8,,,
2949379,RB7,2018-04-06 14:00:00,23.0,28.8,81.6,,,
2949380,TD5,2018-04-06 14:00:00,17.9,,,,,
2949418,CD1,2018-04-06 15:00:00,17.7,26.7,79.1,,,
2949419,BL0,2018-04-06 15:00:00,14.1,22.1,58.5,,,
2949420,GR4,2018-04-06 15:00:00,13.0,26.9,49.5,,,
2949421,MY7,2018-04-06 15:00:00,16.8,30.7,,,,
2949422,HV1,2018-04-06 15:00:00,21.4,26.8,51.4,,,
2949423,GN3,2018-04-06 15:00:00,20.4,29.7,71.2,,,
2949424,GR9,2018-04-06 15:00:00,20.9,35.6,101.4,,,
2949425,LW2,2018-04-06 15:00:00,23.7,25.9,59.8,,,
2949426,GN0,2018-04-06 15:00:00,30.1,32.0,81.3,,,
2949427,KF1,2018-04-06 15:00:00,12.2,18.2,,,,
2949428,CD9,2018-04-06 15:00:00,20.7,29.2,95.7,,,
2949429,CT3,2018-04-06 15:00:00,13.0,24.0,44.7,,,
2949430,CT2,2018-04-06 15:00:00,17.0,,,,,
2949431,BX9,2018-04-06 15:00:00,28.5,,,,,
2949432,BX1,2018-04-06 15:00:00,,,60.3,,,
2949433,TH4,2018-04-06 15:00:00,27.2,41.8,91.7,,,
2949434,ST5,2018-04-06 15:00:00,18.0,20.0,34.4,,,
2949435,RB7,2018-04-06 15:00:00,25.0,25.2,72.4,,,
2949436,TD5,2018-04-06 15:00:00,20.0,,,,,
2949438,CD1,2018-04-06 16:00:00,19.8,26.6,77.1,,,
2949439,BL0,2018-04-06 16:00:00,13.6,19.2,47.2,,,
2949440,GR4,2018-04-06 16:00:00,15.6,22.7,29.8,,,
2949441,MY7,2018-04-06 16:00:00,12.7,32.2,,,,
2949442,HV1,2018-04-06 16:00:00,29.5,33.5,40.7,,,
2949443,GN3,2018-04-06 16:00:00,22.8,29.6,68.2,,,
2949444,GR9,2018-04-06 16:00:00,16.0,27.4,70.5,,,
2949445,LW2,2018-04-06 16:00:00,24.0,26.7,58.4,,,
2949446,GN0,2018-04-06 16:00:00,26.8,32.1,74.6,,,
2949447,KF1,2018-04-06 16:00:00,12.7,18.7,,,,
2949448,CD9,2018-04-06 16:00:00,18.1,23.6,102.4,,,
2949449,CT3,2018-04-06 16:00:00,31.0,25.6,47.4,,,
2949450,CT2,2018-04-06 16:00:00,20.0,,,,,
2949451,BX9,2018-04-06 16:00:00,30.4,,,,,
2949452,BX1,2018-04-06 16:00:00,,,53.0,,,
2949453,TH4,2018-04-06 16:00:00,28.8,53.3,91.5,,,
